employee_id,attendance_date,attendance_percent,work_mode
EMP019340,2025-03-28,73.75,Office
EMP019312,2025-05-28,78.5,Hybrid
EMP036959,2025-01-21,82.81,Hybrid
EMP048176,2025-12-20,93.15,Office
EMP002721,2025-11-13,95.8,Office
EMP035791,2025-08-24,90.9,Office
EMP008869,2025-10-18,97.54,Office
EMP015750,2025-05-28,72.45,Hybrid
EMP049531,2025-06-17,89.07,Office
EMP024793,2025-03-13,90.77,Hybrid
EMP011893,2025-05-17,84.88,WFH
EMP027473,2025-01-23,86.58,Hybrid
EMP022443,2025-02-17,92.4,Hybrid
EMP023803,2025-10-04,79.84,Hybrid
EMP012722,2025-03-18,77.77,Hybrid
EMP004852,2025-03-25,74.99,WFH
EMP035758,2025-09-05,76.77,WFH
EMP036599,2025-09-08,70.06,Hybrid
EMP028233,2025-06-12,98.35,Hybrid
EMP038172,2025-11-25,70.67,Hybrid
EMP026083,2025-09-09,95.7,Office
EMP039619,2025-10-21,71.16,Office
EMP025867,2025-10-17,87.15,WFH
EMP001940,2025-08-24,92.2,Office
EMP031990,2025-02-16,73.22,WFH
EMP023710,2025-09-06,74.68,Office
EMP007716,2025-02-10,96.94,Office
EMP008428,2025-03-28,81.52,WFH
EMP042744,2025-07-16,86.75,Office
EMP036964,2025-08-05,79.9,Office
EMP002787,2025-05-29,79.71,WFH
EMP014455,2025-02-14,94.59,Hybrid
EMP001378,2025-03-01,99.19,WFH
EMP035524,2025-01-08,89.97,WFH
EMP030808,2025-09-04,76.94,WFH
EMP018468,2025-11-07,91.85,Office
EMP037178,2025-04-26,89.71,Office
EMP012288,2025-07-10,89.87,Hybrid
EMP048668,2025-09-20,80.32,Hybrid
EMP012839,2025-06-27,72.01,Office
EMP032066,2025-04-30,74.18,WFH
EMP039339,2025-06-23,75.52,Office
EMP037381,2025-09-26,93.14,WFH
EMP027277,2025-10-11,87.1,WFH
EMP048868,2025-02-13,73.51,Office
EMP036873,2025-09-30,85.42,Hybrid
EMP010523,2025-11-06,98.67,Office
EMP048573,2025-02-08,87.21,Hybrid
EMP029133,2025-06-13,92.04,Office
EMP040426,2025-08-26,95.85,WFH
EMP005479,2025-12-06,99.82,Office
EMP028338,2025-12-12,87.72,WFH
EMP005026,2025-12-05,80.43,Hybrid
EMP007765,2025-01-18,89.21,Hybrid
EMP002113,2025-05-15,94.04,WFH
EMP003501,2025-07-09,80.35,WFH
EMP029527,2025-03-18,73.75,WFH
EMP031522,2025-10-31,96.24,Office
EMP038756,2025-02-08,90.24,WFH
EMP040393,2025-08-22,80.11,Office
EMP028808,2025-03-21,92.59,Office
EMP009202,2025-10-30,97.38,Office
EMP018014,2025-04-20,93.4,Office
EMP011312,2025-12-06,87.14,WFH
EMP030628,2025-11-20,88.89,WFH
EMP014948,2025-04-18,99.13,Office
EMP009042,2025-07-16,83.76,WFH
EMP006261,2025-10-11,86.67,Office
EMP023307,2025-07-14,89.61,WFH
EMP043828,2025-12-11,94.73,WFH
EMP023551,2025-08-20,73.48,Office
EMP026616,2025-01-26,94.92,Hybrid
EMP011428,2025-11-30,90.28,Office
EMP033247,2025-05-15,77.87,WFH
EMP034079,2025-05-06,74.49,Office
EMP012824,2025-07-09,90.06,Hybrid
EMP031214,2025-01-07,83.98,Office
EMP018528,2025-04-03,84.58,WFH
EMP033182,2025-01-16,77.38,Office
EMP027208,2025-12-01,72.63,Hybrid
EMP003937,2025-02-24,75.54,Office
EMP024572,2025-12-31,94.42,Hybrid
EMP017779,2025-02-09,84.1,Hybrid
EMP018675,2025-01-02,70.69,WFH
EMP049791,2025-08-27,81.31,WFH
EMP044405,2025-03-27,89.61,Office
EMP014375,2025-05-07,71.11,Hybrid
EMP030593,2025-09-18,90.16,Office
EMP049505,2025-12-11,81.6,WFH
EMP044109,2025-02-15,87.07,WFH
EMP015318,2025-07-13,80.92,Hybrid
EMP029182,2025-05-21,77.69,WFH
EMP011781,2025-11-25,83.75,Hybrid
EMP016524,2025-01-13,77.09,Office
EMP041212,2025-10-27,70.63,Hybrid
EMP008861,2025-10-22,78.19,Office
EMP020403,2025-01-03,91.92,Hybrid
EMP023277,2025-07-14,96.9,Office
EMP007243,2025-10-10,97.58,WFH
EMP027522,2025-01-06,79.33,WFH
EMP001053,2025-07-24,82.42,Office
EMP015401,2025-11-01,80.31,Hybrid
EMP019948,2025-04-10,99.51,WFH
EMP025700,2025-09-06,95.99,WFH
EMP034112,2025-01-14,74.63,WFH
EMP016954,2025-01-15,79.51,WFH
EMP029395,2025-04-19,79.27,WFH
EMP016263,2025-11-02,89.8,WFH
EMP003917,2025-12-30,81.24,WFH
EMP009193,2025-06-14,95.62,Office
EMP035692,2025-12-27,73.24,Office
EMP043197,2025-04-20,90.42,Office
EMP037314,2025-10-04,90.88,Hybrid
EMP047198,2025-09-08,99.21,WFH
EMP036694,2025-10-22,73.65,Office
EMP023943,2025-11-16,76.86,WFH
EMP003393,2025-07-07,83.45,Office
EMP019002,2025-02-01,84.97,Hybrid
EMP028697,2025-07-16,93.99,Hybrid
EMP022320,2025-10-22,77.79,Hybrid
EMP037124,2025-01-05,93.8,WFH
EMP047934,2025-07-28,90.87,Hybrid
EMP018312,2025-10-11,89.4,Hybrid
EMP027121,2025-11-21,94.01,WFH
EMP038101,2025-11-14,88.81,WFH
EMP022643,2025-11-14,73.37,WFH
EMP004548,2025-08-16,95.84,WFH
EMP029372,2025-08-04,97.07,Office
EMP039684,2025-04-04,95.8,Office
EMP020104,2025-06-25,75.39,Office
EMP048618,2025-09-13,98.51,Hybrid
EMP011866,2025-12-29,77.5,Office
EMP009744,2025-09-05,77.29,Hybrid
EMP034451,2025-03-13,93.09,Hybrid
EMP016769,2025-12-02,72.73,Office
EMP021093,2025-08-02,73.78,Hybrid
EMP046498,2025-02-02,88.4,Hybrid
EMP035805,2025-07-14,97.34,Office
EMP010459,2025-10-20,93.34,WFH
EMP023408,2025-08-04,76.33,Office
EMP004653,2025-07-27,97.46,WFH
EMP004446,2025-10-10,76.57,Office
EMP016774,2025-05-02,85.89,Hybrid
EMP047908,2025-06-24,76.73,WFH
EMP031097,2025-10-25,87.62,Office
EMP001143,2025-03-16,88.49,Office
EMP049898,2025-11-20,81.2,Hybrid
EMP022536,2025-10-09,81.96,Hybrid
EMP001731,2025-03-30,83.48,Office
EMP020770,2025-06-16,77.54,Hybrid
EMP004124,2025-05-26,96.73,Office
EMP003231,2025-05-15,98.65,Hybrid
EMP044177,2025-04-28,94.76,Hybrid
EMP018899,2025-10-01,86.79,Office
EMP006683,2025-11-13,87.94,Hybrid
EMP041068,2025-07-04,96.08,WFH
EMP045947,2025-04-11,99.04,Office
EMP008969,2025-10-28,88.88,WFH
EMP007993,2025-06-15,85.07,WFH
EMP010126,2025-12-11,82.16,Office
EMP022431,2025-04-23,89.97,Hybrid
EMP008630,2025-08-24,77.19,WFH
EMP009227,2025-09-25,70.1,Office
EMP017221,2025-02-05,80.9,Hybrid
EMP004703,2025-02-22,72.06,Hybrid
EMP000642,2025-11-22,97.76,Hybrid
EMP035943,2025-04-04,87.77,Hybrid
EMP018193,2025-08-07,85.14,Hybrid
EMP003876,2025-05-24,96.59,Hybrid
EMP041603,2025-03-06,95.01,Office
EMP008895,2025-05-03,98.15,Hybrid
EMP002849,2025-11-14,85.92,Office
EMP016078,2025-11-17,79.98,Hybrid
EMP003613,2025-06-05,80.37,WFH
EMP007063,2025-09-30,91.05,WFH
EMP042683,2025-01-13,76.31,Hybrid
EMP035323,2025-12-07,85.58,Office
EMP022705,2025-09-25,82.09,Office
EMP001463,2025-03-20,92.68,Hybrid
EMP039580,2025-10-15,93.59,WFH
EMP028406,2025-08-09,93.93,WFH
EMP011975,2025-06-10,85.86,Office
EMP033279,2025-10-02,74.81,Hybrid
EMP034925,2025-02-23,72.25,WFH
EMP002920,2025-02-16,83.03,Office
EMP021576,2025-12-07,93.48,Hybrid
EMP006633,2025-07-20,81.87,WFH
EMP008925,2025-04-07,93.99,WFH
EMP043911,2025-10-28,91.81,WFH
EMP044921,2025-06-07,99.05,WFH
EMP034006,2025-04-07,76.9,WFH
EMP017865,2025-07-12,97.09,WFH
EMP010658,2025-05-07,80.56,Office
EMP018395,2025-03-24,80.49,Hybrid
EMP006898,2025-01-03,73.27,Hybrid
EMP038398,2025-09-23,77.23,WFH
EMP023875,2025-10-06,72.14,Office
EMP029874,2025-07-24,87.42,WFH
EMP019120,2025-12-21,97.34,Hybrid
EMP023671,2025-10-14,99.74,WFH
EMP010952,2025-03-04,92.98,Office
EMP015769,2025-01-09,97.71,Office
EMP000578,2025-04-27,95.74,WFH
EMP024464,2025-02-10,98.16,Office
EMP013370,2025-05-10,95.98,Office
EMP030837,2025-04-23,95.27,WFH
EMP011689,2025-06-29,89.83,Hybrid
EMP017203,2025-01-24,81.64,Office
EMP007189,2025-02-08,70.35,Office
EMP014136,2025-04-16,94.11,WFH
EMP034658,2025-12-03,85.17,Office
EMP000559,2025-10-22,85.15,Office
EMP046763,2025-10-15,87.87,WFH
EMP026196,2025-01-05,87.43,Office
EMP014444,2025-08-24,70.34,Hybrid
EMP032015,2025-05-28,77.05,Office
EMP023216,2025-05-27,71.91,WFH
EMP005950,2025-10-26,70.58,Hybrid
EMP040412,2025-06-04,88.38,Hybrid
EMP049222,2025-05-26,91.68,Office
EMP043468,2025-08-05,88.2,Hybrid
EMP002903,2025-07-08,91.37,WFH
EMP013763,2025-08-04,88.58,Hybrid
EMP020725,2025-04-13,73.39,Office
EMP011309,2025-06-16,82.42,WFH
EMP025260,2025-05-16,90.37,Office
EMP005896,2025-12-20,78.14,Office
EMP040319,2025-12-14,73.48,Hybrid
EMP022082,2025-05-18,99.93,Hybrid
EMP036679,2025-01-30,73.8,Hybrid
EMP044733,2025-02-19,90.08,Office
EMP024647,2025-01-02,77.13,Hybrid
EMP022369,2025-11-08,83.81,Hybrid
EMP025839,2025-11-11,93.22,Hybrid
EMP002156,2025-01-12,80.88,WFH
EMP029904,2025-09-19,98.6,Hybrid
EMP040725,2025-10-03,82.96,Office
EMP029394,2025-04-22,92.72,WFH
EMP046510,2025-01-31,86.06,Office
EMP042332,2025-10-22,83.9,WFH
EMP048235,2025-08-02,88.51,Office
EMP018300,2025-09-04,81.27,Hybrid
EMP031248,2025-02-18,82.07,Hybrid
EMP030102,2025-01-10,70.51,Hybrid
EMP014214,2025-02-07,87.63,Hybrid
EMP004352,2025-08-21,98.34,Hybrid
EMP040237,2025-06-19,95.16,WFH
EMP013242,2025-07-07,70.75,WFH
EMP023452,2025-03-22,77.22,WFH
EMP022180,2025-05-29,70.34,WFH
EMP026124,2025-01-24,82.69,WFH
EMP047666,2025-10-23,88.89,Hybrid
EMP004456,2025-06-25,84.97,WFH
EMP040460,2025-06-11,74.04,Hybrid
EMP017598,2025-07-02,77.73,Hybrid
EMP043101,2025-07-19,77.53,Hybrid
EMP046210,2025-10-11,99.14,WFH
EMP009053,2025-02-24,84.06,Hybrid
EMP041950,2025-09-17,79.79,Office
EMP045540,2025-08-01,94.28,Hybrid
EMP035692,2025-11-02,92.66,Office
EMP017817,2025-03-15,89.77,WFH
EMP000341,2025-09-18,90.31,Office
EMP043338,2025-11-22,99.22,WFH
EMP014207,2025-06-12,83.73,Hybrid
EMP031519,2025-06-21,88.82,Office
EMP001199,2025-03-14,81.28,Hybrid
EMP037065,2025-09-06,86.81,Hybrid
EMP048745,2025-06-16,99.99,Office
EMP013031,2025-10-31,86.4,WFH
EMP020578,2025-06-30,82.38,Hybrid
EMP048231,2025-11-07,81.87,Office
EMP030249,2025-08-09,79.3,WFH
EMP015511,2025-07-15,95.53,Hybrid
EMP042252,2025-02-25,88.1,Hybrid
EMP004935,2025-11-29,99.41,Hybrid
EMP024928,2025-04-09,93.33,WFH
EMP025878,2025-10-08,87.36,Hybrid
EMP011832,2025-02-19,73.46,Office
EMP019472,2025-06-13,97.85,Hybrid
EMP038842,2025-08-19,71.88,Office
EMP016840,2025-11-19,89.73,Hybrid
EMP005854,2025-11-21,74.71,WFH
EMP036019,2025-06-29,87.11,Office
EMP000258,2025-03-25,72.01,Hybrid
EMP026686,2025-11-13,86.65,Hybrid
EMP049634,2025-10-17,71.99,Office
EMP030173,2025-07-06,92.32,Office
EMP029672,2025-04-26,98.35,Hybrid
EMP004731,2025-11-30,86.31,Office
EMP011306,2025-12-31,93.28,Hybrid
EMP023450,2025-05-05,89.91,Office
EMP032117,2025-06-04,70.21,WFH
EMP038187,2025-10-22,88.55,Hybrid
EMP037940,2025-08-27,75.72,Office
EMP023444,2025-05-22,92.04,WFH
EMP022840,2025-07-23,87.67,WFH
EMP010819,2025-08-03,89.27,WFH
EMP006203,2025-11-21,81.5,WFH
EMP047408,2025-07-07,72.87,Hybrid
EMP038947,2025-02-28,90.64,Office
EMP017032,2025-03-06,98.25,Hybrid
EMP013299,2025-11-23,88.76,Office
EMP034380,2025-12-07,83.87,Office
EMP029165,2025-01-19,76.59,Office
EMP029163,2025-05-01,82.18,Hybrid
EMP046677,2025-03-20,94.29,Office
EMP030843,2025-09-17,79.42,Hybrid
EMP029798,2025-10-27,98.49,Office
EMP030491,2025-08-10,90.32,Office
EMP021367,2025-02-28,70.57,WFH
EMP036355,2025-09-12,73.63,Hybrid
EMP027961,2025-07-13,94.54,WFH
EMP024058,2025-03-29,89.74,Office
EMP006081,2025-03-07,76.6,Office
EMP012782,2025-04-10,76.64,Office
EMP049911,2025-04-19,77.21,Office
EMP046740,2025-04-11,95.9,WFH
EMP031943,2025-04-17,78.8,Office
EMP017017,2025-11-22,92.73,Office
EMP024233,2025-07-07,78.94,WFH
EMP000330,2025-11-03,78.43,WFH
EMP030596,2025-12-20,90.17,Hybrid
EMP005447,2025-05-17,78.93,Hybrid
EMP012246,2025-01-29,72.68,Office
EMP043135,2025-06-03,88.39,Hybrid
EMP038243,2025-05-06,83.79,Office
EMP000669,2025-10-01,79.21,Office
EMP046095,2025-05-27,79.13,WFH
EMP032531,2025-01-26,95.2,Hybrid
EMP014823,2025-06-01,80.56,Office
EMP016826,2025-12-11,75.26,WFH
EMP004021,2025-12-17,93.37,Hybrid
EMP022062,2025-01-11,84.92,WFH
EMP024850,2025-01-19,87.22,WFH
EMP025603,2025-05-16,70.5,WFH
EMP028925,2025-08-21,86.1,Hybrid
EMP026134,2025-09-30,92.24,Hybrid
EMP035895,2025-01-19,87.21,Office
EMP035702,2025-05-29,75.89,Hybrid
EMP019753,2025-04-26,85.9,Office
EMP028270,2025-03-18,73.41,Hybrid
EMP022901,2025-06-19,91.09,Hybrid
EMP036575,2025-08-17,74.41,Hybrid
EMP029141,2025-04-18,97.63,Hybrid
EMP047864,2025-12-07,92.98,Hybrid
EMP021640,2025-07-03,88.18,WFH
EMP008067,2025-01-27,75.05,WFH
EMP011510,2025-03-24,72.96,Office
EMP008262,2025-12-05,86.45,Hybrid
EMP012769,2025-05-18,96.41,WFH
EMP027154,2025-01-16,79.8,WFH
EMP004586,2025-06-12,81.01,Hybrid
EMP027633,2025-11-12,97.25,Office
EMP038586,2025-08-18,82.82,WFH
EMP000117,2025-10-27,77.49,WFH
EMP015617,2025-11-02,82.26,Office
EMP018198,2025-10-23,97.67,Office
EMP047711,2025-05-29,80.54,Office
EMP029591,2025-04-23,82.48,WFH
EMP049147,2025-01-16,83.11,Office
EMP029100,2025-08-18,81.8,Hybrid
EMP031859,2025-09-20,76.32,WFH
EMP008686,2025-08-09,96.16,Hybrid
EMP003859,2025-09-08,93.94,WFH
EMP014139,2025-01-22,78.49,WFH
EMP031217,2025-03-01,78.46,Office
EMP019068,2025-10-26,95.85,Office
EMP036499,2025-03-28,74.61,Office
EMP039397,2025-09-27,87.82,WFH
EMP045651,2025-01-09,94.73,Hybrid
EMP038212,2025-07-19,73.49,Office
EMP034309,2025-01-11,79.46,Hybrid
EMP030981,2025-11-09,129.14991730802018,Office
EMP008089,2025-02-02,74.29,WFH
EMP040728,2025-07-22,92.35,Office
EMP014465,2025-06-25,95.06,Hybrid
EMP049778,2025-09-11,90.61,Office
EMP045340,2025-03-07,99.44,Office
EMP015407,2025-09-20,73.41,Hybrid
EMP013500,2025-10-26,71.55,Hybrid
EMP006163,2025-03-27,97.62,Office
EMP006798,2025-12-22,81.8,Hybrid
EMP004859,2025-01-15,91.17,WFH
EMP000838,2025-12-28,98.47,Office
EMP002016,2025-10-27,76.39,WFH
EMP048394,2025-06-18,70.24,WFH
EMP007235,2025-10-24,80.77,Hybrid
EMP004749,2025-01-30,79.35,WFH
EMP028455,2025-09-16,92.54,Hybrid
EMP000064,2025-09-01,81.53,Hybrid
EMP040990,2025-11-16,81.19,WFH
EMP028548,2025-10-14,84.0,Office
EMP023568,2025-01-03,99.69,Office
EMP002326,2025-06-23,92.53,WFH
EMP005851,2025-08-22,86.24,Office
EMP004373,2025-02-03,78.1,WFH
EMP021150,2025-11-09,87.9,Hybrid
EMP023576,2025-04-29,79.73,Office
EMP002880,2025-08-23,84.16,WFH
EMP034957,2025-03-31,70.71,Hybrid
EMP019166,2025-07-11,99.63,Office
EMP012314,2025-12-25,76.62,Office
EMP018530,2025-11-24,86.3,Hybrid
EMP016660,2025-06-08,84.97,WFH
EMP014909,2025-05-10,92.31,Office
EMP017651,2025-06-11,73.58,WFH
EMP006577,2025-05-20,93.66,Office
EMP036873,2025-08-30,73.03,Office
EMP043904,2025-02-28,73.33,WFH
EMP047973,2025-11-14,77.6,WFH
EMP002320,2025-12-20,71.74,Office
EMP030468,2025-01-02,96.62,Hybrid
EMP016416,2025-01-06,82.78,WFH
EMP012448,2025-06-20,90.73,Office
EMP048607,2025-11-07,92.15,Hybrid
EMP027776,2025-04-15,90.15,Office
EMP010257,2025-11-21,80.17,WFH
EMP040489,2025-04-28,75.49,Office
EMP011737,2025-02-17,80.72,Hybrid
EMP026925,2025-02-23,76.29,Office
EMP034576,2025-11-10,85.76,Office
EMP044820,2025-04-03,99.41,Office
EMP006064,2025-10-31,90.87,Office
EMP043159,2025-02-25,70.79,Office
EMP003563,2025-02-16,95.76,WFH
EMP004505,2025-10-12,75.67,Hybrid
EMP040754,2025-04-11,78.5,WFH
EMP042853,2025-08-10,99.93,WFH
EMP032356,2025-08-26,98.0,WFH
EMP012632,2025-08-14,83.08,WFH
EMP016326,2025-08-15,86.72,Hybrid
EMP023119,2025-11-02,96.1,Hybrid
EMP046775,2025-07-05,73.51,Hybrid
EMP031812,2025-02-22,82.36,Hybrid
EMP004124,2025-09-19,77.36,Hybrid
EMP011293,2025-06-08,89.65,Office
EMP045690,2025-10-11,78.39,WFH
EMP028884,2025-10-22,88.41,WFH
EMP021168,2025-04-16,81.54,Office
EMP011881,2025-05-29,72.11,Office
EMP038368,2025-03-24,94.55,Hybrid
EMP000072,2025-03-11,82.67,WFH
EMP032235,2025-01-05,99.11,Hybrid
EMP043118,2025-09-24,82.71,WFH
EMP005517,2025-08-03,84.49,Office
EMP012520,2025-08-15,83.15,Hybrid
EMP045038,2025-11-08,89.81,Office
EMP008235,2025-10-03,88.4,Hybrid
EMP004361,2025-10-02,88.55,Hybrid
EMP034600,2025-05-11,90.25,WFH
EMP016430,2025-05-15,82.25,WFH
EMP024559,2025-07-07,85.19,WFH
EMP028218,2025-06-18,72.27,WFH
EMP040161,2025-01-20,75.53,Hybrid
EMP018060,2025-08-14,75.14,Office
EMP040037,2025-03-30,74.02,WFH
EMP011545,2025-02-07,95.86,WFH
EMP006382,2025-02-05,86.74,Office
EMP023129,2025-07-01,86.94,Hybrid
EMP042230,2025-01-20,81.16,Hybrid
EMP028560,2025-02-07,81.23,Office
EMP006835,2025-12-21,78.92,Office
EMP028540,2025-07-24,83.26,Office
EMP019175,2025-07-10,94.69,Office
EMP029399,2025-08-11,72.86,WFH
EMP022728,2025-08-19,97.23,Hybrid
EMP033781,2025-05-20,87.88,Office
EMP014773,2025-10-01,71.99,Office
EMP020974,2025-01-06,83.3,Office
EMP037571,2025-04-21,70.75,Hybrid
EMP007531,2025-04-27,89.93,Office
EMP010198,2025-12-12,79.43,Hybrid
EMP035086,2025-02-16,75.0,Hybrid
EMP031510,2025-01-26,78.49,WFH
EMP029410,2025-05-12,80.54,WFH
EMP018560,2025-09-14,71.91,Hybrid
EMP045599,2025-12-02,78.97,Office
EMP032597,2025-10-30,92.37,Hybrid
EMP044090,2025-10-12,84.31,WFH
EMP037994,2025-01-05,73.49,WFH
EMP026037,2025-06-16,82.25,WFH
EMP038997,2025-11-25,72.37,WFH
EMP021506,2025-05-23,72.35,WFH
EMP030133,2025-08-03,71.08,Office
EMP047555,2025-01-15,79.66,Office
EMP032559,2025-07-05,95.38,Office
EMP024117,2025-10-10,82.76,Office
EMP042425,2025-05-18,85.95,WFH
EMP046302,2025-10-02,92.92,Office
EMP011234,2025-11-03,76.02,WFH
EMP021529,2025-02-20,70.34,WFH
EMP009251,2025-02-01,78.29,WFH
EMP039581,2025-09-11,89.68,Office
EMP025548,2025-11-24,94.33,Hybrid
EMP046044,2025-01-19,92.97,WFH
EMP007825,2025-08-14,71.84,Hybrid
EMP005456,2025-03-26,89.87,WFH
EMP048561,2025-04-08,86.41,Office
EMP018889,2025-04-16,88.61,Office
EMP025475,2025-10-29,80.5,Hybrid
EMP042774,2025-08-20,72.98,Hybrid
EMP001503,2025-11-06,83.74,Office
EMP031118,2025-07-10,87.23,WFH
EMP007043,2025-05-08,85.79,Hybrid
EMP030502,2025-03-23,96.7,Office
EMP024919,2025-05-28,83.55,WFH
EMP020245,2025-11-08,93.56,WFH
EMP024243,2025-05-04,99.26,WFH
EMP044312,2025-10-30,90.0,Office
EMP019245,2025-01-06,77.61,WFH
EMP048325,2025-02-20,98.18,Hybrid
EMP034017,2025-09-19,83.77,Office
EMP030767,2025-05-24,91.85,Hybrid
EMP005011,2025-03-19,80.99,Hybrid
EMP039074,2025-08-13,97.34,WFH
EMP022147,2025-05-26,92.82,Hybrid
EMP034908,2025-01-13,95.15,Hybrid
EMP026556,2025-12-20,70.43,Hybrid
EMP046338,2025-05-31,98.42,WFH
EMP043758,2025-03-14,94.52,Hybrid
EMP028981,2025-10-23,78.39,WFH
EMP013961,2025-04-15,92.44,Office
EMP033921,2025-09-08,92.19,Hybrid
EMP036513,2025-12-17,94.0,Hybrid
EMP020006,2025-07-02,97.47,Hybrid
EMP013473,2025-11-28,74.52,WFH
EMP048533,2025-12-07,78.34,Office
EMP003908,2025-08-11,93.29,Office
EMP013226,2025-04-14,81.09,Office
EMP024132,2025-11-04,91.26,Office
EMP011604,2025-07-25,85.53,Office
EMP042252,2025-04-06,85.96,WFH
EMP028890,2025-06-12,86.39,WFH
EMP035629,2025-04-16,81.52,Hybrid
EMP000164,2025-12-08,92.73,Hybrid
EMP034483,2025-03-11,80.21,WFH
EMP003463,2025-05-17,90.89,WFH
EMP049923,2025-08-04,88.69,WFH
EMP010288,2025-10-24,88.59,Hybrid
EMP006228,2025-04-23,92.07,Hybrid
EMP019045,2025-04-09,80.13,Hybrid
EMP001220,2025-03-31,86.86,Office
EMP031791,2025-05-15,80.63,Hybrid
EMP033002,2025-05-31,92.43,WFH
EMP034645,2025-07-07,89.32,WFH
EMP041922,2025-10-01,81.76,WFH
EMP019755,2025-01-21,83.89,WFH
EMP047952,2025-08-23,93.39,Office
EMP030867,2025-11-08,88.7,Office
EMP006340,2025-10-03,86.37,Hybrid
EMP045962,2025-10-02,75.48,Hybrid
EMP021494,2025-11-16,74.62,Office
EMP045893,2025-06-11,96.57,Office
EMP038860,2025-10-19,89.06,Office
EMP031938,2025-02-16,71.24,WFH
EMP004482,2025-08-01,95.31,Office
EMP014313,2025-09-21,73.49,Office
EMP037228,2025-05-25,98.08,Office
EMP040802,2025-07-01,72.44,Hybrid
EMP039186,2025-06-10,97.01,Office
EMP017792,2025-02-10,90.23,WFH
EMP000208,2025-12-28,70.53,Hybrid
EMP037139,2025-01-16,85.18,Office
EMP023535,2025-11-09,77.97,WFH
EMP009945,2025-08-23,80.28,Hybrid
EMP032670,2025-07-04,92.26,Hybrid
EMP008688,2025-04-08,95.47,WFH
EMP017286,2025-10-03,87.35,WFH
EMP032283,2025-05-14,86.68,WFH
EMP044559,2025-12-03,81.11,Hybrid
EMP026783,2025-07-08,97.61,Hybrid
EMP023468,2025-10-19,76.03,WFH
EMP018134,2025-05-26,70.15,Hybrid
EMP004490,2025-04-24,70.53,Hybrid
EMP009109,2025-07-05,80.3,Office
EMP006583,2025-08-02,92.86,Hybrid
EMP015739,2025-02-09,94.45,WFH
EMP008031,2025-05-03,97.18,WFH
EMP021119,2025-07-22,70.12,Office
EMP011594,2025-05-13,84.39,Hybrid
EMP021050,2025-03-20,89.05,Office
EMP002195,2025-10-30,99.24,Hybrid
EMP017344,2025-10-14,73.92,Hybrid
EMP029440,2025-12-19,76.01,Hybrid
EMP043118,2025-05-22,82.41,Office
EMP041354,2025-07-25,75.44,Office
EMP044593,2025-05-12,77.85,Office
EMP046262,2025-01-16,78.26,Hybrid
EMP046653,2025-01-16,88.83,Hybrid
EMP004539,2025-04-15,75.57,Office
EMP020443,2025-06-18,87.0,Office
EMP004843,2025-03-16,97.95,WFH
EMP047858,2025-01-04,75.73,Office
EMP026443,2025-02-16,70.54,Office
EMP020035,2025-03-01,88.03,Office
EMP040339,2025-06-07,81.43,Hybrid
EMP041465,2025-09-19,78.34,Office
EMP017104,2025-07-02,80.62,WFH
EMP016282,2025-05-08,76.55,Hybrid
EMP005774,2025-08-30,76.77,Hybrid
EMP030742,2025-10-20,95.65,Hybrid
EMP048145,2025-12-22,94.05,Office
EMP035647,2025-11-10,71.48,Hybrid
EMP041594,2025-09-16,85.2,Office
EMP045338,2025-07-31,85.44,Hybrid
EMP015587,2025-05-14,93.71,Hybrid
EMP030116,2025-06-14,89.04,Office
EMP011539,2025-04-26,78.25,Hybrid
EMP017393,2025-05-27,84.76,Hybrid
EMP043294,2025-05-27,95.09,Hybrid
EMP044181,2025-12-19,71.66,WFH
EMP049556,2025-10-28,92.72,Office
EMP022618,2025-11-15,84.93,Office
EMP011383,2025-06-21,79.12,Hybrid
EMP044808,2025-11-18,89.44,WFH
EMP048867,2025-04-27,70.67,WFH
EMP027741,2025-06-02,73.78,Office
EMP006773,2025-09-09,78.25,Office
EMP031722,2025-12-11,75.47,WFH
EMP039359,2025-03-19,86.22,WFH
EMP014648,2025-05-26,93.5,WFH
EMP048446,2025-11-05,75.75,Office
EMP016505,2025-06-02,76.63,Office
EMP006461,2025-07-26,82.29,WFH
EMP006282,2025-03-30,75.93,WFH
EMP022247,2025-03-29,73.0,WFH
EMP036500,2025-12-11,76.44,Office
EMP046734,2025-05-03,79.53,Hybrid
EMP028492,2025-06-25,90.79,Office
EMP019976,2025-02-02,71.25,Office
EMP044537,2025-09-11,79.08,WFH
EMP047873,2025-03-16,70.27,WFH
EMP025417,2025-01-28,80.24,Office
EMP006636,2025-02-28,79.32,Office
EMP019190,2025-06-26,91.11,Office
EMP011499,2025-10-27,89.49,WFH
EMP023050,2025-01-29,92.3,Office
EMP038130,2025-10-24,89.53,Office
EMP041340,2025-07-04,71.49,WFH
EMP010428,2025-05-04,89.07,Office
EMP049556,2025-05-01,84.63,WFH
EMP030522,2025-07-24,83.3,WFH
EMP006571,2025-05-03,70.27,WFH
EMP024989,2025-08-26,77.0,Office
EMP039115,2025-07-02,88.0,Office
EMP008409,2025-05-21,75.91,WFH
EMP015675,2025-06-24,91.2,WFH
EMP048745,2025-02-08,90.85,Hybrid
EMP019198,2025-08-17,80.79,WFH
EMP047607,2025-08-22,97.05,Office
EMP045855,2025-01-11,74.43,Hybrid
EMP033574,2025-02-01,72.98,WFH
EMP027386,2025-06-10,85.5,Hybrid
EMP025848,2025-12-09,97.16,Office
EMP007421,2025-08-27,91.55,Office
